# composition,0.4903NaCl-0.5097CaCl2
# source,Wei, 2022
# temperature_K,1023
# raw_file,0.4903NaCl-0.5097CaCl2_Wei_2022_1023.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Ca-Na,Cl-Cl,Na-Cl,Na-Na
2.6052387968984494,0.0,2.7728895856514266,0.0,0.0,2.824875641432145,0.004165180775380367
2.612682336318159,0.0,2.7782074046700576,0.0,0.0,2.845288359891067,0.005943748342433018
2.620125875737869,0.0,2.7835252236886894,0.0,0.0,2.8593484085095353,0.007722315909485775
2.627569415157579,0.0,2.7888430427073203,0.0,0.0,2.867061158416832,0.009500883476538427
2.635012954577289,0.0,2.794160861725952,0.0,0.0,2.8747739083241295,0.011279451043591184
2.6424564939969986,0.0,2.799478680744583,0.0,0.0,2.8824866582314264,0.013058018610643835
2.6499000334167087,0.0,2.804796499763215,0.0,0.0,2.8901994081387237,0.014836586177696592
2.6573435728364183,0.0,2.810114318781846,0.0,0.0,2.8979121580460205,0.016615153744749245
2.6647871122561284,0.0,2.8154321378004776,0.0,0.0,2.905624907953318,0.018393721311802003
2.672230651675838,0.0,2.8207499568191086,0.0,0.0,2.913337657860615,0.020172288878854652
