formula,molecularWeight,comp,melt,melt_unc,melt_ref,boil,boil_unc,boil_ref,rho_a,rho_b,rho_range,rho_unc,rho_ref,mu_a,mu_b,mu_a2,mu_b2,mu_c,mu_range,mu_unc,mu_ref,k_a,k_b,k_range,k_unc,k_ref,cp_a,cp_b,cp_c,cp_d,cp_unc,cp_ref,sigma_a,sigma_b,sigma_range,sigma_unc,sigma_ref
BeF2-LiF-UF4,63.0377,0.12-0.76-0.12,860,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.71E+00,5.00E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.60E-02,5.00E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,51.5144,0.12-0.8-0.08,950,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.30E+00,5.00E-04,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",3.20E-03,6.27E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,46.1741,0.14-0.8-0.06,959,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.97E+00,4.60E-04,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",4.31E-03,6.06E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,129.9289,0.15-0.5-0.35,956,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,5.00E+00,5.10E-04,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.54E-02,5.59E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,40.8339,0.16-0.8-0.04,968,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,----,----,----,----,----,2.81E-01,2.58E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,64.3019,0.18-0.7-0.12,719,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.53E+00,3.70E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",7.93E-02,3.66E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,35.4936,0.18-0.8-0.02,977,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.50E+00,4.30E-04,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,87.7699,0.2-0.6-0.2,829,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,4.08E+00,4.15E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.95E-02,4.75E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,41.8873,0.21-0.75-0.04,890,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.75E+00,4.70E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.65E-01,2.97E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,53.6214,0.22-0.7-0.08,746,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.26E+00,5.00E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.35E-01,3.23E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,36.5471,0.23-0.75-0.02,902,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.52E+00,4.20E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.99E-01,2.67E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,48.2811,0.24-0.7-0.06,761,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.00E+00,5.10E-04,873-973,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.06E-02,5.30E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,132.0359,0.25-0.4-0.35,999,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,5.09E+00,5.60E-04,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",3.98E-03,7.00E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,42.9408,0.26-0.7-0.04,777,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.76E+00,4.65E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",8.14E-02,3.42E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,37.2761,0.2646-0.7154-0.02,822,20,MSTDB-TC,----,----,----,----,----,----,----,----,1.19E-01,2.92E+04,----,----,----,860-1073,5,"Tkacheva, O. Yu, A. V. Rudenko, A. A. Kataev, P. N. Mushnikov, A. S. Kholkina, and Yu P. Zaikov. ""The viscosity of molten salts based on the LiF-BeF2 system."" Russian Journal of Non-Ferrous Metals 63(3) (2022): 276-283.",1.26E-01,8.15E-04,832-1073,20,"Bobrova, K. O., V. N. Dokutovich, and P. N. Mushnikov. ""Thermophysical Properties of Several Molten Mixtures of the LiF-BeF2-UF4 System."" Russian Metallurgy (Metally) 2023, no. 2 (2023): 126-135.",----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,34.4521,0.2673-0.7227-0.01,850,20,MSTDB-TC,----,----,----,----,----,----,----,----,1.17E-01,2.96E+04,----,----,----,843-1073,5,"Tkacheva, O. Yu, A. V. Rudenko, A. A. Kataev, P. N. Mushnikov, A. S. Kholkina, and Yu P. Zaikov. ""The viscosity of molten salts based on the LiF-BeF2 system."" Russian Journal of Non-Ferrous Metals 63(3) (2022): 276-283.",2.20E-01,7.60E-04,882-1078,20,"Bobrova, K. O., V. N. Dokutovich, and P. N. Mushnikov. ""Thermophysical Properties of Several Molten Mixtures of the LiF-BeF2-UF4 System."" Russian Metallurgy (Metally) 2023, no. 2 (2023): 126-135.",----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,66.4089,0.28-0.6-0.12,785,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.64E+00,5.20E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",4.47E-02,4.27E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,37.6005,0.28-0.7-0.02,793,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.51E+00,4.40E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.23E-01,2.98E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,89.8769,0.3-0.5-0.2,899,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,4.04E+00,4.05E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",8.29E-03,5.72E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,43.9943,0.31-0.65-0.04,719,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.71E+00,4.45E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",3.19E-02,4.10E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,55.7283,0.32-0.6-0.08,746,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.14E+00,4.95E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",5.79E-02,3.97E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,38.654,0.33-0.65-0.02,725,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.49E+00,4.15E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",2.19E-01,2.98E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,50.388,0.34-0.6-0.06,718,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,----,----,----,----,----,5.72E-02,4.04E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,45.0478,0.36-0.6-0.04,703,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.66E+00,4.10E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.07E-01,3.49E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,68.5158,0.38-0.5-0.12,835,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.50E+00,4.60E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",8.69E-03,5.77E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,39.7075,0.38-0.6-0.02,708,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.47E+00,4.20E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",4.85E-02,3.94E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,91.9839,0.4-0.4-0.2,927,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.86E+00,2.80E-04,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.20E-02,5.94E+04,----,----,----,973-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,46.1013,0.41-0.55-0.04,688,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.72E+00,4.60E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",5.04E-02,4.13E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,57.8353,0.42-0.5-0.08,779,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,3.15E+00,4.90E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",1.34E-02,5.35E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
BeF2-LiF-UF4,40.761,0.43-0.55-0.02,681,----,"Capelli, E., O. Benes, and R. J. M. Konings. ""Thermodynamic assessment of the LiF-NaF-BeF2-ThF4-UF4 system."" Journal of Nuclear Materials 449 (2014): 111-121.",----,----,----,2.53E+00,4.80E-04,873-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",2.39E-02,4.69E+04,----,----,----,873-1073,15*,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
