r (A),g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Li-F,Average_SCL,SCL_BC
1.711210906418209,0.0,0.7325907497919203,0.0,1.0,3.434929909098124,3.28553
1.7163496779089544,0.0,0.7615285889107747,0.0,1.0,3.434929909098124,3.28553
1.7214884493996998,0.0,0.7904664280296285,0.0,1.0,3.434929909098124,3.28553
1.7266272208904452,0.0,0.8194042671484826,0.0,1.0,3.434929909098124,3.28553
1.7317659923811906,0.0,0.8483421062673365,0.0,1.0,3.434929909098124,3.28553
1.736904763871936,0.0,0.8725661487591345,0.0,1.0,3.434929909098124,3.28553
1.7420435353626813,0.0,0.896285266246308,0.0,1.0,3.434929909098124,3.28553
1.747182306853427,0.0,0.9200043837334816,0.0,1.0,3.434929909098124,3.28553
1.752321078344172,0.0,0.9437235012206552,0.0,1.0,3.434929909098124,3.28553
1.7574598498349174,0.0,0.9674426187078288,0.0,1.0,3.434929909098124,3.28553
1.7625986213256628,0.0,0.9911617361950024,0.0,1.0,3.434929909098124,3.28553
1.7677373928164082,0.0,1.0148808536821758,0.0,1.0,3.434929909098124,3.28553
1.7728761643071536,0.0,1.0385999711693494,0.0,1.0,3.434929909098124,3.28553
1.778014935797899,0.0,1.062319088656523,0.0,1.0,3.434929909098124,3.28553
1.7831537072886443,0.0,1.0860382061436966,0.0,1.0,3.434929909098124,3.28553
